HGNC symbol	Ensembl Gene ID
	ENSG00000249731
	ENSG00000234592
	ENSG00000273994
	ENSG00000228033
	ENSG00000257910
	ENSG00000273477
	ENSG00000225971
TXNDC12	ENSG00000117862
LINC01563	ENSG00000236819
CRTAM	ENSG00000109943
	ENSG00000237784
SPRR2F	ENSG00000244094
KRTAP19-8	ENSG00000206102
	ENSG00000231050
HORMAD2-AS1	ENSG00000227117
	ENSG00000273175
	ENSG00000279917
C1QTNF6	ENSG00000133466
	ENSG00000260530
	ENSG00000271122
LILRP2	ENSG00000273922
PMEPA1	ENSG00000124225
	ENSG00000279361
	ENSG00000274282
	ENSG00000249666
RPL21P65	ENSG00000216977
	ENSG00000256745
TDRD7	ENSG00000196116
ISPD	ENSG00000214960
SPRR2B	ENSG00000196805
SART1	ENSG00000175467
HCG4B	ENSG00000220391
	ENSG00000231769
HLA-K	ENSG00000224526
NCAM2	ENSG00000154654
SNAPC5	ENSG00000174446
	ENSG00000257603
GUCA1A	ENSG00000048545
LILRP2	ENSG00000274861
	ENSG00000250326
TRDV3	ENSG00000256590
WFDC1	ENSG00000103175
GAPDHP19	ENSG00000234529
DHRS7C	ENSG00000184544
HLA-U	ENSG00000229428
NR1H4	ENSG00000012504
	ENSG00000257672
MSTO2P	ENSG00000203761
	ENSG00000257997
TMEM167B	ENSG00000215717
	ENSG00000267400
CSRP2	ENSG00000175183
KIR2DL2	ENSG00000273578
	ENSG00000227172
HLA-G	ENSG00000235346
CYP21A2	ENSG00000232414
	ENSG00000255998
LY6G6F	ENSG00000240957
RDH12	ENSG00000139988
QRSL1	ENSG00000130348
PTGFR	ENSG00000122420
RFC4	ENSG00000163918
SYN2	ENSG00000157152
	ENSG00000273901
GLULP5	ENSG00000257915
SLC39A3	ENSG00000141873
STK19	ENSG00000226257
	ENSG00000270512
SORBS1	ENSG00000095637
	ENSG00000278650
	ENSG00000259113
	ENSG00000232581
PPP1R10P1	ENSG00000255352
BCORP1	ENSG00000215580
	ENSG00000224891
	ENSG00000267114
USP28	ENSG00000048028
WFDC2	ENSG00000101443
	ENSG00000234557
DIAPH2	ENSG00000147202
	ENSG00000242407
	ENSG00000270960
	ENSG00000240426
FAM96B	ENSG00000166595
SNX5P1	ENSG00000249858
	ENSG00000254842
	ENSG00000257292
MLNR	ENSG00000102539
	ENSG00000264754
	ENSG00000267409
ZNF70P1	ENSG00000236910
SP7	ENSG00000170374
C1QL2	ENSG00000144119
PMF1	ENSG00000160783
TMSB4XP4	ENSG00000223551
	ENSG00000259720
HK3	ENSG00000160883
	ENSG00000255455
	ENSG00000225213
FRYL	ENSG00000075539
TMEM54	ENSG00000121900
HNRNPA1P4	ENSG00000206228
	ENSG00000269106
FRMD8P1	ENSG00000227942
	ENSG00000253897
HAUS8P1	ENSG00000257300
	ENSG00000253671
DDN	ENSG00000181418
ADAM7	ENSG00000069206
USP17L8	ENSG00000237038
	ENSG00000233396
HCG19P	ENSG00000236422
C10orf25	ENSG00000165511
	ENSG00000271494
	ENSG00000253944
LINC00605	ENSG00000251533
C14orf39	ENSG00000179008
	ENSG00000262678
SNRPCP18	ENSG00000259464
ZNF324	ENSG00000083812
PPP1R2P1	ENSG00000226914
	ENSG00000225339
	ENSG00000223652
RPS7P6	ENSG00000215278
	ENSG00000224054
	ENSG00000237810
TRMT2A	ENSG00000099899
MRPS11	ENSG00000181991
DAZ2	ENSG00000205944
	ENSG00000229858
	ENSG00000234203
PITPNC1	ENSG00000154217
DPH3	ENSG00000154813
	ENSG00000262429
ADRB2	ENSG00000169252
	ENSG00000270074
	ENSG00000229568
PROKR2	ENSG00000101292
ZBTB5	ENSG00000168795
AMER1	ENSG00000184675
KIR2DP1	ENSG00000273753
	ENSG00000270705
DUX4L12	ENSG00000278790
TNFSF12-TNFSF13	ENSG00000248871
	ENSG00000273004
SCTR	ENSG00000080293
	ENSG00000251230
PQBP1	ENSG00000102103
ERH	ENSG00000100632
BZW1P1	ENSG00000236686
	ENSG00000254714
GRM5	ENSG00000168959
	ENSG00000257476
GSTA4	ENSG00000170899
FGF23	ENSG00000118972
	ENSG00000239246
	ENSG00000255550
	ENSG00000262227
C9orf117	ENSG00000160401
USF2	ENSG00000105698
	ENSG00000250860
	ENSG00000204778
MDN1	ENSG00000112159
	ENSG00000206249
	ENSG00000279690
	ENSG00000267624
	ENSG00000277829
GALP	ENSG00000197487
	ENSG00000267890
RBM27	ENSG00000091009
	ENSG00000244345
	ENSG00000260870
PRDM6	ENSG00000061455
SERBP1P6	ENSG00000248873
CNIH4	ENSG00000143771
	ENSG00000276287
RPL9P2	ENSG00000234324
RING1	ENSG00000231115
	ENSG00000249050
	ENSG00000217239
NFU1P1	ENSG00000230757
BNIP3P29	ENSG00000269742
PSMB8	ENSG00000206298
SLC30A6	ENSG00000152683
	ENSG00000270431
PLA2G2F	ENSG00000158786
	ENSG00000273497
C15orf53	ENSG00000175779
	ENSG00000253472
	ENSG00000260158
IL16	ENSG00000172349
EZH1	ENSG00000108799
KRTAP10-7	ENSG00000272804
PMF1-BGLAP	ENSG00000260238
	ENSG00000246350
DOCK4	ENSG00000128512
RHEB	ENSG00000106615
ZNF844	ENSG00000223547
	ENSG00000269984
TVP23C-CDRT4	ENSG00000259024
TNFSF11	ENSG00000120659
	ENSG00000196758
CCR8	ENSG00000179934
SPINK7	ENSG00000145879
	ENSG00000250519
PPP1R12A	ENSG00000058272
ZNF257	ENSG00000197134
GHSR	ENSG00000121853
TMEM249	ENSG00000271698
	ENSG00000265477
ZBED9	ENSG00000232040
	ENSG00000280413
IGFL4	ENSG00000204869
HIAT1	ENSG00000156875
BPI	ENSG00000101425
C1orf94	ENSG00000142698
LINC01240	ENSG00000270109
GPR1	ENSG00000183671
RHD	ENSG00000187010
HEATR4	ENSG00000187105
	ENSG00000232668
	ENSG00000248773
CLEC12B	ENSG00000256660
ITGA8	ENSG00000077943
ATP6V1G1P2	ENSG00000253502
	ENSG00000262734
TRIB1	ENSG00000173334
	ENSG00000232604
	ENSG00000236861
IGF1	ENSG00000017427
ADORA2A	ENSG00000128271
MEF2C-AS1	ENSG00000248309
	ENSG00000265946
FAM187B	ENSG00000177558
ASS1P5	ENSG00000227881
	ENSG00000261719
CPTP	ENSG00000224051
MCOLN2	ENSG00000153898
REM1	ENSG00000088320
DLGAP5	ENSG00000126787
	ENSG00000268683
	ENSG00000259993
	ENSG00000234318
	ENSG00000214978
	ENSG00000271049
	ENSG00000261024
	ENSG00000213985
SCGB2B3P	ENSG00000269811
	ENSG00000267771
	ENSG00000279971
CLDN19	ENSG00000164007
	ENSG00000261740
UBQLN1P1	ENSG00000231659
CTTNBP2NL	ENSG00000143079
	ENSG00000231178
	ENSG00000231883
WDR90	ENSG00000161996
FAM195DP	ENSG00000270920
	ENSG00000235435
SLC52A2	ENSG00000185803
IL2RB	ENSG00000100385
SPCS2P3	ENSG00000247872
SCGB2B2	ENSG00000205209
	ENSG00000236117
ZNF486	ENSG00000256229
	ENSG00000237413
	ENSG00000279401
	ENSG00000241439
GHR	ENSG00000112964
	ENSG00000232176
LRRC40	ENSG00000066557
	ENSG00000234777
CKMT1A	ENSG00000223572
	ENSG00000220734
LINC01350	ENSG00000228309
TRIM58	ENSG00000162722
FAM231A	ENSG00000237847
G0S2	ENSG00000123689
TCP11L1	ENSG00000176148
	ENSG00000250547
CASC10	ENSG00000204682
	ENSG00000250081
	ENSG00000278071
HNRNPA1P38	ENSG00000253605
	ENSG00000258066
SCGB1C1	ENSG00000188076
	ENSG00000275216
	ENSG00000227556
	ENSG00000218107
ZNF70P1	ENSG00000237723
	ENSG00000261729
	ENSG00000237756
LINC00961	ENSG00000235387
	ENSG00000227358
PKD1P5	ENSG00000254681
NOSTRIN	ENSG00000163072
IRF3	ENSG00000126456
HDAC7	ENSG00000061273
	ENSG00000253176
LINC00370	ENSG00000223617
LYRM7	ENSG00000186687
KNDC1	ENSG00000171798
C1orf123	ENSG00000162384
TFAP2D	ENSG00000008197
TNFRSF1B	ENSG00000028137
FAM98C	ENSG00000130244
FAM170B	ENSG00000172538
	ENSG00000227459
WRN	ENSG00000165392
PNKP	ENSG00000039650
	ENSG00000259889
PPP1R2P6	ENSG00000241661
TLR7	ENSG00000196664
	ENSG00000220256
RPL21P32	ENSG00000224019
HSPE1P9	ENSG00000232690
DDRGK1	ENSG00000198171
	ENSG00000228142
	ENSG00000223738
RGS5	ENSG00000143248
	ENSG00000228162
C3orf36	ENSG00000221972
	ENSG00000250560
MROH5	ENSG00000226807
ASH2L	ENSG00000129691
MIS18A-AS1	ENSG00000227256
BOLA2	ENSG00000183336
AGER	ENSG00000237405
MRPL28	ENSG00000086504
	ENSG00000278058
SLC16A14	ENSG00000163053
C1QTNF9B-AS1	ENSG00000205861
	ENSG00000272006
	ENSG00000280299
CWC15	ENSG00000150316
	ENSG00000272346
	ENSG00000232283
SERPINB10	ENSG00000242550
SLC16A6P1	ENSG00000232457
	ENSG00000277766
MTCO3P2	ENSG00000232102
SNX33P1	ENSG00000267609
	ENSG00000230843
CERS4	ENSG00000090661
KIZ	ENSG00000088970
	ENSG00000258168
KLK11	ENSG00000167757
RNF17	ENSG00000132972
CYP2J2	ENSG00000134716
	ENSG00000237524
LINC00905	ENSG00000167459
	ENSG00000267699
SYBU	ENSG00000147642
	ENSG00000251307
	ENSG00000224050
PUF60	ENSG00000179950
FBXO27	ENSG00000161243
EIF2B5	ENSG00000145191
ALG1L8P	ENSG00000227620
	ENSG00000216480
SLC16A9	ENSG00000165449
MRGBP	ENSG00000101189
SPNS3	ENSG00000182557
MRPS35P3	ENSG00000270192
	ENSG00000259695
HCP5	ENSG00000227429
EIF3FP3	ENSG00000233426
EXOG	ENSG00000157036
	ENSG00000273382
TMC4	ENSG00000274384
CFL1P7	ENSG00000213877
FOXC2-AS1	ENSG00000260944
	ENSG00000263946
	ENSG00000273585
HSPE1P5	ENSG00000261395
RAC3	ENSG00000169750
HLA-DRB1	ENSG00000206306
NDUFAF2	ENSG00000164182
	ENSG00000265912
DUTP1	ENSG00000229048
FOXC2	ENSG00000176692
FAM170B-AS1	ENSG00000234736
	ENSG00000279948
	ENSG00000257467
	ENSG00000239381
	ENSG00000250403
C1orf52	ENSG00000162642
	ENSG00000231518
	ENSG00000233223
	ENSG00000260636
SPINT2	ENSG00000167642
LINC00345	ENSG00000235660
	ENSG00000231682
ZNF394	ENSG00000160908
RPL7AP25	ENSG00000235294
	ENSG00000204196
OMG	ENSG00000126861
ABLIM1	ENSG00000099204
	ENSG00000228513
ANKRD20A3	ENSG00000276203
MOGAT2	ENSG00000166391
	ENSG00000278944
LTB	ENSG00000223448
	ENSG00000271111
	ENSG00000232456
IGBP1	ENSG00000089289
MICC	ENSG00000229187
PDE1C	ENSG00000154678
ARHGAP35	ENSG00000160007
MGAT1	ENSG00000131446
EIF2S2P3	ENSG00000236493
LINC01495	ENSG00000255323
SLAIN2	ENSG00000109171
	ENSG00000219747
PGAM1P13	ENSG00000248838
	ENSG00000232732
	ENSG00000258033
HSPE1P3	ENSG00000259746
	ENSG00000218996
	ENSG00000232109
	ENSG00000245479
	ENSG00000213087
RPL7P36	ENSG00000234109
LY6G6E	ENSG00000235769
	ENSG00000249026
LFNG	ENSG00000106003
	ENSG00000259736
LINC01226	ENSG00000223907
	ENSG00000278370
	ENSG00000259212
ARL5AP2	ENSG00000236818
	ENSG00000225118
USP19	ENSG00000172046
TLK2	ENSG00000146872
	ENSG00000236832
MS4A6E	ENSG00000166926
NUP214	ENSG00000126883
	ENSG00000277247
AKR1B1P7	ENSG00000266899
SLC45A3	ENSG00000158715
KIR2DS2	ENSG00000275253
	ENSG00000233589
	ENSG00000224612
	ENSG00000204872
FAUP2	ENSG00000237806
BOLA3-AS1	ENSG00000225439
SLC44A4	ENSG00000206378
	ENSG00000213432
	ENSG00000268655
CAMTA2	ENSG00000108509
R3HDM4	ENSG00000198858
	ENSG00000185631
	ENSG00000260335
FANCM	ENSG00000187790
ALX3	ENSG00000156150
	ENSG00000255318
DEPDC1-AS1	ENSG00000234264
	ENSG00000261090
	ENSG00000226338
	ENSG00000237919
KIR3DL3	ENSG00000274254
C1QTNF9B	ENSG00000205863
	ENSG00000270832
TSEN15P2	ENSG00000230604
	ENSG00000253746
	ENSG00000272175
	ENSG00000230054
SMOC2	ENSG00000112562
SEMA3B-AS1	ENSG00000232352
EIF4EBP2	ENSG00000148730
ZNF148	ENSG00000163848
GALNT12	ENSG00000119514
C4orf17	ENSG00000138813
	ENSG00000274002
	ENSG00000268777
CIAPIN1	ENSG00000005194
IGKV1-35	ENSG00000253461
ABCD1P4	ENSG00000225293
MARVELD2	ENSG00000152939
BOD1L1	ENSG00000038219
IGKV2-36	ENSG00000253487
	ENSG00000226500
	ENSG00000272742
PSMG3	ENSG00000157778
	ENSG00000263826
OGFR-AS1	ENSG00000229873
IGKV1-37	ENSG00000239862
	ENSG00000276413
	ENSG00000237927
OR10H4	ENSG00000176231
IL15	ENSG00000164136
	ENSG00000233255
	ENSG00000258885
C15orf39	ENSG00000167173
TBC1D8B	ENSG00000133138
ZSCAN5B	ENSG00000197213
DCAF7	ENSG00000136485
	ENSG00000276411
	ENSG00000213540
SOX2-OT	ENSG00000242808
	ENSG00000267428
TNFSF9	ENSG00000125657
	ENSG00000224331
SLC52A3	ENSG00000101276
TPM3P2	ENSG00000214200
	ENSG00000257622
MOB3A	ENSG00000172081
EXOC6	ENSG00000138190
	ENSG00000225582
SNX31	ENSG00000174226
GJC2	ENSG00000198835
	ENSG00000261124
RAPGEF1	ENSG00000107263
	ENSG00000277991
SLC35G1	ENSG00000176273
MXRA8	ENSG00000162576
BMS1P12	ENSG00000224599
	ENSG00000275401
RPL19P20	ENSG00000229168
	ENSG00000272817
GCNT1P2	ENSG00000249206
	ENSG00000197585
C9orf152	ENSG00000188959
TRAJ11	ENSG00000211878
	ENSG00000278360
MEF2C	ENSG00000081189
IBA57-AS1	ENSG00000203684
FGFBP3	ENSG00000174721
TRAJ44	ENSG00000211845
KIAA1644	ENSG00000138944
OR2T8	ENSG00000177462
RPAP1	ENSG00000103932
ATP10B	ENSG00000118322
EIF4B	ENSG00000063046
TXNDC15	ENSG00000113621
RPL5P8	ENSG00000213917
	ENSG00000226952
ANKRD11	ENSG00000167522
LINC01473	ENSG00000237877
OTOP1	ENSG00000163982
OR2AJ1	ENSG00000177275
CRIPAK	ENSG00000179979
MIR6818	ENSG00000279159
ZNF668	ENSG00000167394
MRPS18B	ENSG00000226111
	ENSG00000266708
	ENSG00000241073
CNN2P1	ENSG00000227201
SULT4A1	ENSG00000130540
STK24P1	ENSG00000230079
	ENSG00000272944
OGFR	ENSG00000060491
SAMD10	ENSG00000130590
	ENSG00000265118
	ENSG00000279933
ABCG5	ENSG00000138075
VWC2L	ENSG00000174453
C1QTNF4	ENSG00000172247
CDH12	ENSG00000154162
DIS3	ENSG00000083520
ARL4C	ENSG00000188042
YBX3P1	ENSG00000261614
SVILP1	ENSG00000234814
IZUMO2	ENSG00000161652
	ENSG00000219532
	ENSG00000214759
DBF4	ENSG00000006634
AK3P4	ENSG00000248722
SNX18P14	ENSG00000235571
ARAF	ENSG00000078061
	ENSG00000219951
	ENSG00000277133
	ENSG00000258760
	ENSG00000268366
DNAJA1P3	ENSG00000215007
	ENSG00000226392
CSNK1A1P3	ENSG00000250162
	ENSG00000237466
RPS18	ENSG00000231500
ACKR4	ENSG00000129048
	ENSG00000260219
RPL21P7	ENSG00000258613
	ENSG00000233423
	ENSG00000249257
FLOT2	ENSG00000132589
CES5A	ENSG00000159398
	ENSG00000223948
PTPRJ	ENSG00000149177
	ENSG00000260757
CYB5R4	ENSG00000065615
	ENSG00000270361
EGF	ENSG00000138798
	ENSG00000258634
	ENSG00000214362
IBA57	ENSG00000181873
TALDO1	ENSG00000177156
	ENSG00000233800
	ENSG00000267009
GRM5-AS1	ENSG00000255082
DEPDC1	ENSG00000024526
YTHDF2	ENSG00000198492
HCG9	ENSG00000237812
KIAA1109	ENSG00000138688
	ENSG00000279618
PIH1D1	ENSG00000104872
	ENSG00000227591
HMGN1P6	ENSG00000224070
CD68	ENSG00000129226
	ENSG00000225209
HCG4P5	ENSG00000231067
PSMC4	ENSG00000013275
LINC01001	ENSG00000230724
AKAP12	ENSG00000131016
	ENSG00000226160
PBX2	ENSG00000237344
SLCO1A2	ENSG00000084453
EXOSC8	ENSG00000120699
TMEM256P2	ENSG00000226726
PABPC1P9	ENSG00000229658
SLC9B1P4	ENSG00000227367
HSD11B1	ENSG00000117594
LINC01158	ENSG00000233639
LILRP2	ENSG00000274120
GRP	ENSG00000134443
LYAR	ENSG00000145220
UBFD1	ENSG00000103353
	ENSG00000235637
JAG2	ENSG00000184916
	ENSG00000271360
PRDM4	ENSG00000110851
NPHP3	ENSG00000113971
	ENSG00000270090
	ENSG00000238180
DND1P1	ENSG00000264070
KLHDC1	ENSG00000197776
	ENSG00000259658
DCDC2	ENSG00000146038
HGD	ENSG00000113924
OR7E15P	ENSG00000254917
	ENSG00000178412
	ENSG00000271913
	ENSG00000255487
CEBPG	ENSG00000153879
PTPLB	ENSG00000206527
	ENSG00000258360
MIPEPP1	ENSG00000225358
	ENSG00000280022
RPSAP42	ENSG00000219463
	ENSG00000274828
	ENSG00000272092
	ENSG00000279030
HLA-DOA	ENSG00000232957
BLOC1S2	ENSG00000196072
	ENSG00000279696
	ENSG00000279602
CYP4F9P	ENSG00000267392
VPS18	ENSG00000104142
	ENSG00000248128
FAM206BP	ENSG00000251106
SMG1P6	ENSG00000254634
RPL13AP5	ENSG00000236552
C8orf49	ENSG00000255394
EPHA4	ENSG00000116106
CPS1	ENSG00000021826
HCAR1	ENSG00000196917
ERCC6L	ENSG00000186871
RPL5	ENSG00000122406
OBFC1	ENSG00000107960
TOP2B	ENSG00000077097
	ENSG00000268535
	ENSG00000250995
	ENSG00000259420
MTMR3	ENSG00000100330
PLSCR5-AS1	ENSG00000241457
LRRC63	ENSG00000173988
	ENSG00000256044
LIN7A	ENSG00000111052
OR1A2	ENSG00000172150
	ENSG00000236476
SETX	ENSG00000107290
	ENSG00000279613
	ENSG00000280401
C6orf48	ENSG00000204387
	ENSG00000267693
GPALPP1	ENSG00000133114
ADORA2BP1	ENSG00000236136
	ENSG00000250013
CHEK2P4	ENSG00000235969
	ENSG00000231856
	ENSG00000261269
	ENSG00000260860
C7orf69	ENSG00000136275
PARVG	ENSG00000138964
	ENSG00000271205
SUCLA2P3	ENSG00000229593
SSBP2	ENSG00000145687
IGKV2-38	ENSG00000253592
GFI1B	ENSG00000165702
	ENSG00000237115
	ENSG00000271302
CCDC58P2	ENSG00000236944
	ENSG00000226107
SLX1B	ENSG00000181625
	ENSG00000259590
TSPEAR-AS2	ENSG00000182912
CLEC1B	ENSG00000165682
	ENSG00000261368
ABCB4	ENSG00000005471
FAM90A25P	ENSG00000251402
NODAL	ENSG00000156574
RPL10A	ENSG00000198755
	ENSG00000226131
PARD6A	ENSG00000102981
	ENSG00000280143
	ENSG00000266910
ANXA2P1	ENSG00000213406
	ENSG00000239945
OR4C10P	ENSG00000184789
KIR2DL1	ENSG00000276625
	ENSG00000232115
ADAMDEC1	ENSG00000134028
MRPL49P2	ENSG00000253934
NPM1P23	ENSG00000242109
KIAA1211L	ENSG00000196872
	ENSG00000248954
	ENSG00000238009
	ENSG00000259884
GRB2	ENSG00000177885
LINC00691	ENSG00000224074
	ENSG00000253951
PRR31	ENSG00000198454
FZD8	ENSG00000177283
ZFAS1	ENSG00000177410
	ENSG00000249545
	ENSG00000248185
CHDH	ENSG00000016391
	ENSG00000266335
	ENSG00000257000
	ENSG00000259033
OR10H2	ENSG00000171942
	ENSG00000254255
CDS2	ENSG00000101290
POLR2KP1	ENSG00000258284
	ENSG00000270955
	ENSG00000231859
RPL39P36	ENSG00000239912
DHRS12	ENSG00000102796
RPL7P37	ENSG00000226646
	ENSG00000276945
MRPL38	ENSG00000204316
KRTAP12-3	ENSG00000205439
PCDH10	ENSG00000138650
	ENSG00000279985
	ENSG00000280139
	ENSG00000213657
	ENSG00000258670
	ENSG00000249435
STRIP1	ENSG00000143093
LINC01518	ENSG00000233515
PSORS1C3	ENSG00000230983
	ENSG00000263503
	ENSG00000233109
	ENSG00000265916
RBM17	ENSG00000134453
PLEKHH3	ENSG00000068137
	ENSG00000243824
BTF3L4	ENSG00000134717
GP9	ENSG00000169704
OR10H3	ENSG00000171936
SYNPR	ENSG00000163630
	ENSG00000236961
VWC2L-IT1	ENSG00000224257
SNF8	ENSG00000159210
EOMES	ENSG00000163508
ZNF525	ENSG00000203326
	ENSG00000275834
HIST2H2BF	ENSG00000203814
LCN1	ENSG00000160349
	ENSG00000267419
FKBP4P1	ENSG00000251463
	ENSG00000237551
FLOT1	ENSG00000230143
	ENSG00000249072
	ENSG00000267581
IL13RA1	ENSG00000131724
RSPH3	ENSG00000130363
KRT38	ENSG00000171360
KRT27	ENSG00000171446
	ENSG00000260005
MS4A7	ENSG00000166927
GRAMD4	ENSG00000075240
	ENSG00000257564
RAB11FIP5	ENSG00000135631
DXO	ENSG00000224313
C17orf53	ENSG00000125319
CRTAP	ENSG00000170275
	ENSG00000256632
	ENSG00000228857
CITED1	ENSG00000125931
	ENSG00000276324
KRT18P21	ENSG00000250363
	ENSG00000267481
HNRNPABP1	ENSG00000255734
ZNHIT1P1	ENSG00000253421
	ENSG00000262038
ING3	ENSG00000071243
	ENSG00000261187
FOXL1	ENSG00000176678
LINC00663	ENSG00000266904
	ENSG00000251044
NCOA6	ENSG00000198646
FMNL3	ENSG00000161791
	ENSG00000260981
FIS1	ENSG00000214253
	ENSG00000261369
	ENSG00000254482
EP400	ENSG00000183495
	ENSG00000253390
CYP11B2	ENSG00000179142
	ENSG00000214016
	ENSG00000253483
EEF1GP6	ENSG00000216518
ENTHD2	ENSG00000167302
	ENSG00000204791
TCF20	ENSG00000262024
	ENSG00000262823
	ENSG00000278593
	ENSG00000275322
NUCKS1	ENSG00000069275
MIPEP	ENSG00000027001
	ENSG00000261423
	ENSG00000227176
	ENSG00000230310
	ENSG00000242072
CSTF3-AS1	ENSG00000247151
PPAPDC1B	ENSG00000147535
	ENSG00000257852
CYP2G2P	ENSG00000268101
NPM1P36	ENSG00000214604
RPS23P1	ENSG00000243504
	ENSG00000271357
TBC1D3J	ENSG00000274658
MRPL46	ENSG00000259494
	ENSG00000270588
KIFC3	ENSG00000140859
RPL7P30	ENSG00000227982
PRSS54	ENSG00000103023
	ENSG00000259672
MIR202HG	ENSG00000166917
ZNF709	ENSG00000242852
SPAG16	ENSG00000144451
	ENSG00000242488
INTS10	ENSG00000104613
	ENSG00000227706
H1FNT	ENSG00000187166
ILKAP	ENSG00000132323
CUBNP1	ENSG00000231009
	ENSG00000268623
EFR3B	ENSG00000084710
PGBD4P3	ENSG00000249834
GAPDHP57	ENSG00000236167
NR4A1	ENSG00000123358
	ENSG00000270509
MCTP1	ENSG00000175471
CXCL2	ENSG00000081041
	ENSG00000223504
LSM7	ENSG00000130332
SLC16A6	ENSG00000108932
	ENSG00000236723
PIGCP1	ENSG00000213713
TMEM35	ENSG00000126950
SERPINB2	ENSG00000197632
GGN	ENSG00000179168
TM2D1	ENSG00000162604
KIR2DL2	ENSG00000277251
ENPP7P8	ENSG00000255319
OPLAH	ENSG00000178814
PRKACB	ENSG00000142875
C17orf102	ENSG00000197322
	ENSG00000259252
COX7C	ENSG00000127184
BAG6	ENSG00000096155
TCEB1P24	ENSG00000228410
	ENSG00000280222
CPT2	ENSG00000157184
	ENSG00000248637
FLT1P1	ENSG00000229515
	ENSG00000227218
PTBP1P	ENSG00000259078
EZH2	ENSG00000106462
E2F2	ENSG00000007968
MOSPD1	ENSG00000101928
	ENSG00000266371
GOLGA6D	ENSG00000140478
RASA4DP	ENSG00000233297
MTMR9	ENSG00000104643
TAGLN	ENSG00000149591
TRPC6P	ENSG00000223484
	ENSG00000267652
C3orf14	ENSG00000114405
	ENSG00000225253
EVI2B	ENSG00000185862
	ENSG00000227068
	ENSG00000272701
PCMTD1P2	ENSG00000260087
	ENSG00000251257
LINC00843	ENSG00000178440
HNRNPA1P15	ENSG00000214761
TLK1	ENSG00000198586
	ENSG00000270953
MRPS6P2	ENSG00000237130
	ENSG00000270823
	ENSG00000259987
GSTA7P	ENSG00000237674
	ENSG00000225767
RAB3IL1	ENSG00000167994
	ENSG00000269274
	ENSG00000267892
MIATNB	ENSG00000244625
PSMG3-AS1	ENSG00000230487
	ENSG00000273091
FLVCR2	ENSG00000119686
CEP128	ENSG00000100629
	ENSG00000267375
	ENSG00000276742
TIMM23B	ENSG00000204152
	ENSG00000205794
ACSS1	ENSG00000154930
	ENSG00000224864
	ENSG00000223615
	ENSG00000203327
	ENSG00000266977
ABCF2	ENSG00000033050
	ENSG00000257553
IGSF21	ENSG00000117154
	ENSG00000256108
	ENSG00000227799
KIR2DS1	ENSG00000276387
GML	ENSG00000104499
BRCA1	ENSG00000012048
	ENSG00000267623
	ENSG00000226410
	ENSG00000248406
RPL23AP35	ENSG00000232568
DPH7	ENSG00000148399
MAPK8IP1	ENSG00000121653
	ENSG00000236483
	ENSG00000259915
MED28P3	ENSG00000227692
LINC01397	ENSG00000258673
	ENSG00000272149
NAA60	ENSG00000122390
LETMD1	ENSG00000050426
FAM222A-AS1	ENSG00000255650
	ENSG00000230166
GLP1R	ENSG00000112164
	ENSG00000214628
OR2L2	ENSG00000203663
PERP	ENSG00000112378
CAPN12	ENSG00000182472
	ENSG00000244669
GALNTL6	ENSG00000174473
	ENSG00000230321
ZNF506	ENSG00000081665
OR2AK2	ENSG00000187080
CICP27	ENSG00000233750
TYRL	ENSG00000123447
KIR3DL2	ENSG00000278474
UCKL1	ENSG00000198276
FAM90A19P	ENSG00000237122
RPP14	ENSG00000163684
TMEM129	ENSG00000168936
CHMP4C	ENSG00000164695
	ENSG00000259542
HTR2C	ENSG00000147246
	ENSG00000230327
DAXX	ENSG00000231617
FAM222A	ENSG00000139438
	ENSG00000238165
EEF1D	ENSG00000104529
	ENSG00000234813
IL4R	ENSG00000077238
	ENSG00000213873
KIR2DL3	ENSG00000274830
ELN	ENSG00000049540
HMGN1P24	ENSG00000226977
	ENSG00000231955
	ENSG00000280145
SERPINA6	ENSG00000170099
MCOLN3	ENSG00000055732
PARG	ENSG00000227345
	ENSG00000279147
	ENSG00000271623
	ENSG00000230601
	ENSG00000250753
CBX3P8	ENSG00000254496
POTEI	ENSG00000196834
	ENSG00000235010
RPA4	ENSG00000204086
AKR1C5P	ENSG00000225418
	ENSG00000255067
	ENSG00000244063
	ENSG00000271677
PCGF6	ENSG00000156374
ZNF845	ENSG00000213799
	ENSG00000280036
PA2G4	ENSG00000170515
	ENSG00000259614
	ENSG00000226771
SNX18P25	ENSG00000249337
	ENSG00000267793
	ENSG00000240673
	ENSG00000226473
	ENSG00000259463
CSAG2	ENSG00000268902
FRMD6	ENSG00000139926
C11orf84	ENSG00000168005
C19orf84	ENSG00000262874
	ENSG00000254688
NELFE	ENSG00000204356
MAEL	ENSG00000143194
JAKMIP3	ENSG00000188385
FGF20	ENSG00000078579
KIR3DP1	ENSG00000276035
	ENSG00000268729
GADL1	ENSG00000144644
CEACAMP1	ENSG00000233681
	ENSG00000227004
	ENSG00000235160
TRMT2B	ENSG00000188917
TBC1D3F	ENSG00000275954
LINC01482	ENSG00000267659
	ENSG00000243538
PGAM5	ENSG00000247077
C9orf156	ENSG00000136932
MADCAM1	ENSG00000099866
	ENSG00000272583
	ENSG00000159186
GPR1-AS	ENSG00000279220
	ENSG00000250125
EMBP1	ENSG00000231752
	ENSG00000261798
	ENSG00000271364
PRODH2	ENSG00000250799
TMEM202	ENSG00000187806
OR4C9P	ENSG00000254925
